Contig	06/29/10	05/22/13	07/10/09	12/23/13	12/11/12	02/23/11	09/18/13	03/13/13	09/28/11	05/17/10	04/29/11	11/29/11	05/22/13	01/15/14	05/21/11	02/13/13	05/22/13	08/11/10	01/26/12	01/16/13	04/27/10	11/23/10	05/21/14	02/11/10	09/10/14	12/20/11	10/21/10	01/11/11	12/23/13	06/22/11	08/19/09	09/24/09	04/24/13	10/21/10	04/10/14	11/28/12	07/21/10	06/29/10	08/14/13	12/23/09	07/17/14	09/10/14	07/20/11	10/22/09	08/14/13	07/09/12	08/14/13	10/22/09	06/29/10	07/21/10	10/25/11	05/21/14	02/11/10	09/10/14	03/13/13	12/11/12	04/10/14	08/11/10	09/18/13	02/12/14	12/20/11	07/10/09	11/28/12	01/16/13	07/18/13	01/26/12	08/17/11	12/16/10	01/11/11	05/21/11	12/20/11	09/15/10	09/24/09	11/13/13	06/22/11	06/19/13	06/20/12	02/16/12	06/19/13	08/19/09	11/28/12	12/23/09	11/23/10	08/17/11	01/26/12	11/29/11	11/29/11	11/13/13	09/15/10	09/28/11	12/23/13	02/16/12	08/15/12	02/12/14	05/17/10	03/24/10	04/29/11	02/23/11	04/27/10	12/16/10	04/24/13	05/30/12	02/13/13	03/24/10	07/18/13	08/15/12	07/20/11	10/25/11	07/17/14	05/30/12	01/15/14
1126419_2_scaffold00180	0	6.668067	1.5443071	31.828196	111.04201	18.258974	17.736477	27.269207	122.95052	32.239388	7.739492	0	0	29.061066	2.0958617	24.834824	7.2436852	11.500743	13.9787445	60.844364	26.136316	69.01201	4.8319287	77.10235	1.9926752	14.7932415	9.046396	27.31068	0	2.2475412	22.599113	46.678455	20.425632	9.328588	10.716002	18.739971	23.792923	17.232538	45.369797	111.9856	0.5266989	2.1400278	4.93227	64.62854	0	2.9161153	42.27675	64.1736	17.206089	27.274858	107.497154	4.4996824	77.06126	2.950612	29.575516	111.61105	11.289576	11.590654	16.731373	16.959976	0	1.1619254	46.115765	62.82131	101.916374	13.072757	14.25503	60.424885	27.741556	2.5808573	14.583245	5.243018	48.82988	25.13317	2.2808535	50.59914	1.8401272	10.895691	52.53826	24.468557	44.05994	113.271736	67.456635	13.822009	0	29.301268	30.236994	22.434025	5.1483603	124.51689	31.20726	11.189759	0	17.021217	33.284527	98.13564	8.769619	14.50392	25.715014	61.452744	20.634825	1.4487993	25.201694	101.03005	105.83018	2.2014766	5.565895	108.47162	0.4230903	1.4715121	29.713438
1126419_2_scaffold00192	0	38.13256	0.94507486	8.410472	1.5792936	7.5872874	0.36769143	35.305363	0.044931587	5.447696	0	0	0	10.142408	0.9883923	7.671498	38.628	0.8954387	18.27011	9.135796	7.508552	15.792097	2.2237687	27.439396	0	17.543957	0.47725457	3.626724	0	0.4182067	0.39245334	0.4337276	7.4277587	0.6538568	20.510612	0	2.688117	6.8250823	1.5977362	40.047623	0.21488379	0	0.808857	5.3545	0	0.43492237	1.6884495	5.1473026	7.1472883	2.2370777	2.5745187	2.0861256	27.165834	0	39.409245	1.0415215	23.02973	0.7281636	0.53328925	13.5463705	1.4961902	0.55769986	1.5302818	10.350568	0.5749456	18.573364	0.8329921	10.00222	3.263734	1.237434	17.826187	1.3563998	0.104047984	3.130312	0.43619427	2.258411	0.15881023	4.3083467	1.7164488	0.5044783	1.0305463	36.74099	15.182792	0.84002644	0	6.173291	7.930385	3.2888079	1.2843243	0.29427737	9.385775	5.508232	0	14.404841	6.3051376	26.286623	0	8.221804	8.867176	11.218128	7.2245083	2.8459613	7.5392275	27.817976	0.49514717	1.098473	0.7173061	3.0077012	0	1.9211226	12.261363
1126419_2_scaffold00210	0	4.9315734	2.1208408	2.5921593	1.0086417	3.1230893	4.254606	6.490216	3.0721917	2.4812677	5.2096086	0	0	1.7368163	0.6770209	1.6748664	4.223056	0.6828999	5.491061	1.9902653	35.622334	1.1743975	0.18966724	19.295502	2.623868	20.086227	3.263222	0.35264966	0	1.026481	4.788827	5.510063	3.4553356	3.9370952	0.3607951	0	0.5891015	6.3688655	3.6103766	126.168915	0.565102	2.870079	1.8054701	56.02066	0	2.656475	2.6641736	57.4382	6.5653496	0.8729722	1.8957334	0.5015862	19.628778	0.9044998	6.168649	1.0408187	0.3405185	0.6082709	5.7967753	3.793089	0	2.2732933	10.209114	2.2153034	1.9958316	4.6603723	39.749516	1.9699918	0.41795364	0.9940125	19.173807	0.5412097	6.384599	3.73782	0.74774253	0.9678657	3.0525653	9.529993	0.88076514	4.3078036	11.731006	123.71607	1.2897254	38.957066	0	9.435132	10.701533	4.122037	0.7011561	2.2111185	2.4529426	7.602025	0	2.6653059	2.357007	48.98257	5.011686	2.9758928	40.69766	2.772201	2.543672	3.8573022	1.5611559	44.28678	2.278744	5.8624988	2.3067653	2.5124807	0.5674237	3.4102173	1.7846271
1126419_2_scaffold00236	7.054708	87.60927	79.930214	44.871754	20.99784	21.830412	76.50849	54.851326	31.413164	28.188366	25.10819	24.02433	0.14438252	58.452682	17.776524	68.319466	88.81242	28.300365	99.1425	120.029495	21.161171	16.759075	41.48647	99.688736	46.16386	20.655422	5.6183605	59.396927	32.96297	8.237568	50.06332	66.64998	32.88634	4.871355	119.70672	9.357631	31.190157	32.07765	57.500477	101.46596	764.85187	44.94225	12.175132	62.292934	4.77558	37.695747	55.115536	58.109867	30.783825	32.821854	28.596375	40.944412	98.651184	20.006685	51.75869	22.906534	119.537674	26.078243	76.124	31.367853	2.9839385	81.79694	13.028704	129.17844	38.28528	101.525475	14.26355	20.702538	63.455402	18.421898	21.306942	16.894209	66.940834	45.275536	7.9295855	21.778984	26.42569	33.013317	20.270243	50.009594	11.6221075	109.16605	16.822176	16.6722	0.5389217	17.864109	16.15329	48.146286	17.778507	33.350502	46.95796	35.153233	0.24867554	29.165104	29.589228	70.88334	26.087248	23.182047	22.648338	20.518412	34.16833	31.532585	69.85189	68.85162	43.820335	14.085938	11.7851305	30.710928	748.152	32.72659	56.135487
1126419_2_scaffold00255	6.5009108	2.3951988	20.200466	0.18805194	0.4619966	0.45618948	4.9048333	4.469263	1.3669764	6.2759633	104.87298	0	0	1.1959985	1200.0708	4.7424	1.9343216	237.27068	0.5925808	0.44278574	4.894225	6.131533	0.4922909	16.909433	0.2162026	0.0756125	28.015684	8.808469	0	28.999004	75.34324	6.285437	1.8698798	27.385324	4.8963585	0.52013683	205.50334	9.660806	1.2463777	45.96538	2.6401515	0.3192615	24.215824	17.357092	0	0.7880018	0.9878568	19.127214	13.703234	216.88766	0.15062669	0.90667504	17.401209	1.0061464	5.640693	0.60936034	5.465335	230.10353	5.304173	0.8552741	0	20.719543	0.42409796	0.6816029	1.8837389	0.6978595	15.462492	0.49804023	10.1286745	1206.602	0.10060631	144.48726	4.7482567	0.79197556	29.471224	13.017475	5.7607102	2.45	13.324526	73.23287	0.559872	46.053112	6.3125176	15.769842	0	0.46740827	0.6561347	1.6375952	142.35059	0.9346485	0.13643007	2.5265868	0	0.9333723	6.5547113	7.4300694	101.031456	0.24137752	4.041097	1.4168525	1.9562161	1.2808303	5.1403265	7.525181	2.5348265	3.1566966	23.957298	0.20702447	2.6509988	1.2644843	1.7144748
1126419_2_scaffold00313	0.71016675	0.08346675	3.982121	26.206026	10.266841	0.26535887	1.3014008	0.43328437	4.032549	0.035496105	7.28465	0	0	40.847244	3.7191217	0.3659349	0.042644817	0	0.4431802	0.068332806	0.12740001	1.1380982	0.15194535	11.607036	0.23355791	1.5928023	1.8349798	1.1172107	0	0.19579281	16.470078	10.037376	0.037407063	1.4535313	0.26013467	0	0.04719383	0.6957541	0.5236112	269.4621	0.81488144	0.114963226	3.3665974	23.049274	0	4.3804283	0.656711	28.575966	0.3393292	0.13682963	1.952616	0.9794568	12.212753	0	0.6910144	11.717308	0.4968759	0.027071957	1.6852814	20.018478	0	3.7010877	3.359706	0.11327961	0	0.37693954	13.161955	1.237445	1.4708567	3.697194	1.2679604	0.03941559	10.214989	55.50381	0.122528456	0	33.305668	0.101794995	0	20.25615	3.3032188	272.28735	1.420676	9.233463	0	2.7082539	3.9996846	53.248417	0.041100506	3.18845	22.917868	0.111404255	0	18.623844	0.06586865	2.330276	7.382308	0.40975583	0.1769793	0.99038047	0.11320972	0.41509402	0.30015987	3.024838	0.0782373	0.14293814	4.3522644	3.0564547	0.13637158	0.4553296	42.79329
1126419_2_scaffold00343	286.8236	116.60028	20.160536	49.44107	28.041706	162.30038	66.89809	28.941744	27.26944	40.879932	43.417717	0	27.56867	163.8398	21.882914	38.277718	115.97966	73.969696	35.1804	33.80902	29.251371	338.73907	38.701576	41.797756	78.056244	43.575226	655.07965	64.637375	53.334995	9.031868	15.671362	20.116404	51.258648	655.3056	113.075775	51.722103	73.259056	249.19064	63.847404	117.30578	23.582699	77.92488	15.416547	33.581963	0	188.86534	60.450405	28.327644	246.95435	65.83855	63.1043	40.272175	38.700283	169.40387	26.612867	28.92007	116.94259	73.06032	61.347076	179.50273	142.04404	21.661583	25.612068	29.623337	38.54309	36.44351	17.67277	364.00748	62.105015	20.199514	42.51799	16.368195	17.839134	38.258133	9.890288	57.234955	119.94014	51.589634	54.580265	15.655909	29.101973	117.55988	349.68417	15.9847145	500.68607	67.12538	66.72851	34.32625	16.723955	28.12685	51.953632	52.672314	17.5092	181.03693	40.788963	42.611595	41.86181	161.12027	30.298769	374.4065	49.775978	651.51544	40.110287	45.384445	39.118656	807.0709	16.638592	62.266033	26.817848	637.8267	159.88196
1126419_2_scaffold00399	0	5.324424	0.35652393	3.4102557	1.5958372	10.945599	0.8322566	1.7318058	0.63563174	0.27807564	18.173368	0	0	6.8959937	8.064294	18.838482	5.583884	0.06333731	3.1963186	1.5294789	27.874075	43.99328	0.42512015	20.595215	0	5.1648765	0	1.0778575	0	0.5477987	8.809018	0.47198424	1.1721842	0.063792326	0.25877956	0	0	1.7130208	0.66970736	82.245186	0	0	3.153698	16.992178	0	3.2748227	0.36747563	18.499483	1.6139661	0	0.45526037	0.42159572	20.474863	0	2.0388093	1.7680857	0.3598123	0.060594592	0.50295067	21.024794	0	0.69033897	6.5514803	2.028411	0.8133558	3.3747833	0	49.132908	0.6022294	6.811251	4.459791	0.7278404	0.29438618	6.702359	0.43423375	0	0.9599252	4.1012206	0	8.438075	4.8422384	75.59681	43.39076	0	0	9.914684	9.689001	4.3555913	0.5059692	0.71366405	3.628697	3.4286146	0	20.245275	0.47915533	6.95441	18.002096	10.880708	31.096132	51.28748	1.1825098	0.07742469	19.063503	6.6646433	0.70046765	0.9141012	3.2471943	0.25028774	0	0	6.5455575
1126419_2_scaffold00421	0	2.8608038	0.8189177	1.6246611	0.6516549	3.031705	2.2302606	32.95446	6.748511	12.936734	0.13004151	0	0	6.812798	0	4.807895	2.728397	2.5216992	4.55697	13.271852	29.984028	6.1372676	0	207.05092	0	1.0265338	16.541853	2.068656	0	0.64870626	0.45342016	0.48183304	8.376508	17.713581	0.99067295	0	2.9655223	5.8292203	1.367364	148.66342	0.31033197	0	4.530101	5.015928	0	2.1477253	3.4700785	7.735022	4.167571	2.657556	0.6971403	0	213.01546	0	29.35425	0.97769743	1.4692816	3.804329	2.567228	2.4630263	0	0.100677736	0.81421417	14.236319	5.2310658	4.8601985	0.49213412	18.379028	2.8280616	0.09747729	1.8211411	0.69799614	0.30052906	0.97745943	1.0032462	3.744758	0.68805397	5.1172004	4.1112957	0.21428238	0.47838196	143.73639	6.34489	1.2658994	0	1.520858	0.9833335	0.40422532	0.9156617	6.4962897	1.9363993	6.554843	0	2.1684177	12.830879	101.95709	0.7990322	2.681182	31.273216	21.909994	10.045503	1.0275238	3.2578385	106.05153	8.402238	0	4.972429	1.2349671	0.31160697	0.7803158	8.129939
1126419_2_scaffold00448	0.9196958	48.20405	19.029383	9.549969	5.4014964	24.035923	6.392362	121.99581	2.3831434	5.709343	6.8985596	13.128498	0	7.0660567	3.962257	461.05835	50.4	2.242749	9.986504	25.725163	7.5729656	4.430498	5.7556868	14.66901	1.9055439	4.0461555	3.4278407	2.963517	0	1.5517867	36.311447	5.9477816	27.772785	3.620821	9.837051	47.807987	2.585291	7.62272	5.143861	49.56473	5.8569465	2.4118917	1.8311517	23.879824	0	4.960863	5.740661	23.365698	9.393149	1.5948013	3.9827335	3.600412	15.350851	3.1670957	111.951065	6.598309	10.049569	1.7354362	7.4641848	22.470793	0	19.411911	3.7972019	27.924696	3.98126	9.728182	1.6177523	15.739761	3.1359854	2.9833057	3.3357315	1.9524652	4.956556	4.6119385	1.5233232	10.166912	2.4674003	14.178186	9.128609	31.347914	4.880315	49.19977	5.027767	2.0447707	0	7.597173	7.730299	3.711411	1.772455	3.4065704	9.963182	14.867352	0	23.91895	4.798275	18.609798	6.8834867	24.704214	7.288421	13.90438	27.489628	13.5466175	465.5598	15.975207	4.741803	10.828985	1.5399355	3.0845284	4.4504943	14.417454	6.135236
1126419_2_scaffold00455	0.647692	81.38201	60.14271	32.07925	34.11043	47.25214	9.701205	10.669522	74.72516	70.25961	7.118363	356.6195	0	16.665165	3.1004481	7.401941	84.30949	80.79733	76.04598	15.624873	5.004572	105.96267	6.5923734	19.284191	3.0125892	45.017128	58.538326	29.8601	0	2.5943458	32.808723	22.550737	4.9566092	54.64175	13.21822	0	51.853424	36.49553	26.4893	67.12416	1.2740481	2.0221012	62.78301	30.245342	0	59.787464	23.101927	31.343233	38.447086	58.50984	109.14008	4.329031	19.122435	0.6372612	9.134163	41.296593	13.332185	78.88577	12.515765	23.040453	0	67.888794	18.384876	15.408571	161.32423	81.26524	39.510544	141.9493	33.106544	3.3015416	46.856064	24.819609	21.642962	12.414902	2.5862002	23.246773	40.745056	150.75871	25.814426	32.329807	20.94898	65.23726	111.766426	41.0352	0	45.967182	48.503532	17.217533	24.699814	75.39913	32.1447	155.4538	0	25.107271	67.621925	16.698605	6.834117	45.645863	6.9175754	136.4032	6.858779	55.245255	7.743334	14.852843	150.2728	34.6235	62.54823	110.05569	1.5991033	51.16761	16.459864
1126419_2_scaffold00476	26.980902	22.661066	1.3424335	98.56819	91.76401	35.600037	64.24143	16.544294	23.386633	10.171333	6.714986	3.1643589	0	147.53812	3.6031961	34.915913	24.131504	18.022762	30.829145	41.218033	63.579082	20.635977	17.196321	32.105743	96.3109	64.21858	26.420614	8.348912	66.94453	1.202229	4.021684	4.4175634	17.74476	24.706257	30.728172	4.059035	10.682265	48.976116	26.387527	35.62512	3.924413	99.51948	2.131749	15.417185	0	20.455278	26.98157	18.20817	48.055286	11.147443	75.08238	17.235182	34.049725	100.10979	18.832764	89.241425	33.28974	16.81859	67.36445	159.22087	0	2.7585046	69.31708	39.688526	10.1502	30.14719	11.697795	22.088829	8.422506	3.2871568	61.805584	5.5760436	5.3839674	71.203415	0.98348105	5.728508	4.48235	36.15503	6.180285	4.109839	69.45779	35.365047	21.583014	12.339795	0	82.78839	85.64366	64.110176	6.160795	24.952452	94.134636	37.82432	0	163.95769	10.349266	59.12568	5.847481	34.399178	64.77634	22.547218	17.401293	38.98175	36.138733	58.724873	11.303563	4.572811	2.6200259	78.44509	3.2837806	37.278214	148.58163
1126419_2_scaffold00539	0	8.037256	0.1009079	10.124018	5.781427	4.3707666	1.4133345	1.2548033	5.2532115	3.5979187	0.28842932	0	0	6.9257097	0.8099045	2.0863972	7.99666	27.104906	5.240803	0.7792062	25.019684	4.902746	0.09625829	23.626436	9.3215	2.5355608	18.695074	3.4167707	0	0.49614364	1.2151922	18.48843	5.545238	19.463623	0.07324305	0	11.899233	8.1100645	2.5589118	51.169807	0	10.050526	2.5593114	48.209293	0	0.8313847	3.6402652	49.35168	9.673518	8.899392	5.9272623	0.19092053	24.151114	5.5085278	0.7959304	4.7540464	0.33328995	24.627752	0.7117571	3.355806	0	0.111650534	5.8047104	1.1482129	1.8416497	4.230055	4.911944	10.088822	3.2726502	0.4684389	3.9015508	5.143822	15.886516	0.40649703	0.56923175	5.4255586	0.55494153	3.9337518	6.7720256	1.8060403	6.9557137	50.094296	5.4327674	4.796553	0	9.363623	9.942853	0.7844928	5.7542686	4.5784445	9.523458	3.9522142	0	2.7804947	2.837516	8.966814	0.39383036	3.5397646	26.085995	10.095629	6.263462	1.577787	1.7113774	8.6231365	0.8921482	0.23284838	2.2648313	6.092204	0	1.9230267	6.298861
1126419_2_scaffold00558	0	1.0735161	3.2778533	0.60965383	0.73360014	2.584083	1.1955785	0.23883133	5.2595534	2.6022594	0.63437474	0	0	1.2782506	0.3363318	0.23532544	1.4260496	1.4557958	2.9133372	0.52732164	27.527945	1.37595	0	27.269869	0.60078573	7.8792257	7.403532	0.29729214	0	0.22663882	10.889334	4.122417	0.048111472	6.2315803	0.2602249	0	1.2746753	5.1901364	0.577241	81.02605	0.34935603	0	0	9.881687	0	0.50180775	0.42231774	11.874132	7.9648795	1.8185099	10.673352	0	27.472826	9.785611	0.24238779	0.6773184	0.15036754	1.4623926	1.7340333	1.4259859	0	4.0801644	3.9937625	0.7284786	0.46737063	3.5321476	3.8165805	2.4911256	0.36912334	0.1828917	7.3618975	1.2420217	3.7779117	0	0.15759124	0.27197802	0.39902422	0.39277402	0.2722523	9.697376	2.0943155	84.50208	1.2292186	3.8002284	0	8.914755	8.5303135	0	0.97794384	7.313195	0.8530045	0.42985114	0	1.6782529	3.2616289	20.091722	0.14991836	3.0662494	27.99772	2.547576	0.09707056	0.53387743	0.38605368	19.087404	0.3018771	0.26263046	0	9.588024	0.3507914	0.6832313	1.6298571
1126419_2_scaffold00581	0	1.0363538	0.10409153	0.61952555	0.27955458	0.94136953	0.12149376	0	0.8907863	0.83507234	0.59505856	0	0	0.6494742	0.5696297	0	0.83604276	0.22190528	3.0892286	0.17862004	0.5827851	140.41798	0.3971809	17.088718	0	2.4020426	15.539624	1.208424	0	0.051179696	0.12967567	0	0	15.570461	0.1133308	0	0.061681677	0.3031136	1.6619989	101.04216	0.17750645	0.30051067	0.32593304	0	0	1.877481	1.5020462	0	0.38806126	0	1.2228534	0.09847203	15.836707	0	0	0.25810716	0.07640117	0.21229602	0.58737046	0.16100843	0	0.4606924	0.39918992	0.074027434	1.0448645	3.7301	0	51.121483	1.7817264	0.9292656	2.4147866	0	0	0	0.053380996	8.982414	13.261757	4.257428	8.43815	0.04902686	0.30403247	104.23937	145.97853	0.12068009	0	2.639739	1.5219398	0	0	0.4861803	0.48156482	4.8777275	0	0.23255831	0.5165365	6.993688	0.86329335	1.0224043	0.15420632	47.540276	0	0.09042034	0	5.3124094	0.81804043	0.053376608	0.20315534	1.7537897	0	0.0991849	0.5096148
1126419_2_scaffold00585	0.20660669	204.94017	12.30334	17.641674	38.17633	47.891605	35.292107	197.40074	9.368896	6.2735157	16.639828	2.9492745	9.272965	23.420166	11.411643	647.7047	206.01039	5.038263	24.174953	76.93505	8.339423	4.5890946	5.7687535	13.202733	4.280743	11.549085	2.5010278	4.539167	4.530702	4.306283	16.799429	11.815539	132.71483	3.2088485	8.778903	1.4712205	3.9542282	13.237851	48.67027	46.938488	23.47003	4.8162103	5.5827746	46.10139	1.1888045	23.728323	49.97281	45.69878	14.770985	5.6725597	9.479647	6.2141113	15.267534	4.268867	200.75146	36.54014	9.413056	5.6352515	38.537098	16.692236	0	7.9602323	19.792942	81.71464	35.3945	22.277027	8.646957	22.96213	4.1799684	10.536877	9.295874	2.7606943	11.766095	15.820871	4.8390584	47.755604	17.273888	24.721046	48.4273	14.732652	19.551523	48.577827	5.24156	10.214519	0	13.280859	14.051769	14.359139	2.9594183	9.600724	18.52301	21.293703	0.74284565	16.927494	7.028018	19.547276	17.294739	52.03474	8.881691	21.157795	128.20245	65.392654	652.11835	19.1814	29.805975	17.269474	5.799608	8.442027	22.13819	76.897484	20.546297
1126419_2_scaffold00605	0	9.474306	6.954006	2.1831253	4.501419	24.74851	1.8730593	0.3325923	1.220727	6.2940736	3.5676541	0	0	0.5340208	0.31224656	0.122891285	8.993798	0.3421095	29.964933	1.5604699	37.73595	4.1583962	1.0205508	21.178669	4.706121	123.275734	1.4181916	1.4490134	0	0.5786243	20.080843	3.5691192	6.833917	2.3736851	0.34944227	0	3.6769729	12.150002	0	90.92056	1.6419612	3.8607898	1.071975	10.197931	0	3.8831522	0	8.267854	11.167722	2.634539	14.426359	0.6072541	18.850298	8.030355	0.33754498	4.332925	0.43188587	0.3636611	1.2073922	2.1512866	2.0324674	9.469942	24.275206	1.4456148	0.29288346	25.245054	0.707225	6.576831	0.771052	0.64946395	111.49102	0.47652724	3.3568664	1.5802485	0.5486469	1.9174311	3.55468	33.638664	2.4169776	19.047247	25.748589	89.23699	3.9556189	1.2403432	0	46.3695	54.000328	0.9505554	0.5521084	0.8566173	1.0888892	32.02527	0	2.4698954	5.8840675	28.86823	2.975025	26.921047	35.97778	6.470538	6.691348	12.7318945	1.1088239	27.046368	0	68.35579	0.76560706	16.773594	0.5495692	16.514555	0.39283448
1126419_2_scaffold00636	6.190546	62.84013	3.7270021	46.69434	5.5935235	15.757191	9.595785	58.69897	4.6122155	19.444645	7.57202	0	0	188.36107	3.8791664	38.40431	62.2169	3.0768676	5.557609	3.6680064	66.632996	5.545227	5.960306	46.205814	3.5360918	9.16265	4.3592844	1.484675	16.512672	3.2068598	8.785366	4.527663	32.436234	4.0012035	45.43161	0	10.133187	60.07453	8.236394	36.099686	0.93465096	3.4811113	6.555821	35.8788	0	5.9070582	6.779096	29.64967	61.591385	9.353657	9.798281	7.2589912	46.86831	0.74799913	59.91891	5.436199	42.883724	4.1732454	7.1133676	177.77979	1.0412443	3.2747653	5.3949113	3.586046	3.3010075	7.559796	7.9709363	14.440057	1.2344193	4.8929996	6.282673	1.6817677	4.646318	7.8013105	3.0075006	6.6942644	3.9435852	15.902249	6.992364	9.241712	5.635052	33.802174	5.8305893	8.6419115	0	11.245885	9.964853	7.9133406	1.8385134	3.2913733	49.90168	16.483389	0	174.61707	21.078417	88.61734	7.7543035	15.176108	69.99142	15.737994	35.11118	23.61474	35.735924	88.21005	3.661247	13.462379	5.990341	10.311845	0.5630947	24.65034	190.92038
1126419_2_scaffold00648	0	0.17400451	3.7633889	0.1882244	0	19.809755	2.7130516	0	1.1840453	4.834622	1.2655358	0	0	0.2762528	2.6248198	0.7628705	0	4.8373356	4.5168695	0.8547271	17.175007	32.963493	0.21117532	26.709673	0	3.8030128	3.4935272	1.231461	0	2.3129776	2.89576	4.0443444	0	4.000657	0.080341786	0	2.2300768	18.630222	0.31188023	112.04605	1.8875519	0	8.17947	7.1186967	0	0.02464764	0.45635208	7.8208375	21.104256	2.85251	0.62190497	0.1047123	28.089342	3.0212076	0	0	0.12186417	4.853612	3.1229632	0.34242338	0	5.143812	0	1.259498	0	4.1161575	0	15.926978	0.39887074	1.5019941	3.3734024	2.9581316	4.204233	0	2.7530444	0	1.0652715	9.408141	0	2.189617	0	111.52101	31.340239	0	0	3.636369	4.081148	0.122932285	2.7704136	2.3633828	0	11.070405	0	0.24729574	6.682783	14.154069	0.7560008	16.722095	17.545702	15.328554	0	0.38460147	0.20858274	11.95499	0	0.79462785	8.857207	0.5180358	1.1371843	0.42188138	3.5224125
1126419_2_scaffold00681	0	69.11194	4.196005	95.7479	98.172676	29.202675	21.575478	65.57491	7.683069	14.000716	9.778582	551.7431	0	80.52357	3.8477175	84.152336	72.443016	3.0623076	190.36955	131.25957	31.383787	4.407968	24.232336	47.06703	4.8222795	226.10664	1.0022043	5.321066	0	1.9236926	14.7401	33.629555	24.342188	1.1363237	60.007156	0	5.3760715	7.529379	10.438228	89.85061	1.5471164	4.2562003	1.3848789	90.77773	0	13.586002	10.9875765	97.781876	6.5833592	6.6893816	120.1942	21.242075	45.214394	5.4169235	67.71425	96.45239	60.555252	1.9274336	20.477688	104.89835	166.96977	3.7643602	66.83102	139.6881	9.313837	180.3436	3.134984	25.281439	6.129958	4.009165	230.89656	0.5331893	38.454967	28.476517	2.7043226	11.969215	4.391691	163.14047	10.398852	13.246607	68.96353	86.144424	4.340144	4.4045267	0	226.34955	224.56729	28.716722	0.43893299	7.0372195	88.45679	171.24355	0	103.79617	14.725439	121.17423	8.686164	32.355793	31.500853	22.499678	22.890846	23.642656	88.68711	114.812965	7.7983317	9.304431	1.2173339	124.14353	0.97092056	23.124811	92.85965
1126419_2_scaffold00691	0	11.404939	4.811157	27.56338	7.998799	3.0533698	23.397898	69.08639	0	45.183487	15.116214	0	0	6.0037975	84.042366	42.501297	12.206049	1.0175159	27.055592	3.9313803	85.57406	1.5387336	4.370924	92.85661	0	0.9398814	0	0.27705303	0	11.99671	1.5222013	0	96.41563	0	9.10449	0	7.7383056	3.936156	36.042213	40.14175	0	0	23.242788	4.4729238	0	0.25507942	42.74139	5.5644984	3.6604826	7.675393	3.978692	4.876523	91.89355	0	67.49488	8.237262	9.584947	0.81770134	24.562952	17.718767	0	5.576845	3.1483397	3.9103782	13.066586	25.249165	0.82608503	0.61907583	0.877185	79.111786	1.146347	0.45353815	0	20.304167	12.630194	1.4447349	2.7036366	45.60792	1.3700764	0.8093013	2.4090025	41.269085	1.523253	0.66403425	0	4.4235196	4.8789825	18.447351	0.2660207	0	27.027742	48.150635	0	16.37935	44.006847	72.619835	15.312458	3.857631	99.53024	0.3237466	96.72216	1.4925961	42.740894	75.5932	12.378337	23.37862	20.941032	4.771445	0	1.5281236	7.430924
1126419_2_scaffold00778	0	42.53307	1.3286517	195.02448	184.68695	5.8067207	29.605766	38.582535	0.3445524	11.89726	0.2877077	0	0	46.273594	0.61692506	59.799156	43.461975	0.17166404	7.0200415	60.52239	44.343105	50.09001	8.411128	101.951004	1.0626489	12.01636	0.9149421	3.3887465	9.097562	0	0.95300215	2.1746838	73.354385	0.9941594	39.890648	30.678045	4.652352	8.652539	15.315055	62.09976	1.64781	0.34870878	0.90770066	6.5197144	187.75429	31.468748	16.309082	4.4005346	9.970959	3.527793	7.1566133	9.255522	101.47142	0	35.06035	198.77101	38.564903	0.24634562	23.003231	63.616352	0	0.93551797	100.98086	65.370285	13.006257	5.635036	1.1613995	48.223587	4.3526163	0.5175879	11.263295	1.1656725	1.6622484	532.152	0.030971318	24.373972	47.66092	12.659433	22.873644	0.51201135	105.697525	56.717533	52.06325	1.0502675	0	28.612326	25.415613	546.9214	1.7765032	0.40296963	198.26286	14.445808	0	58.019413	12.337287	120.81455	0.17678025	6.7228494	43.303257	55.984425	73.142075	20.564838	63.39016	112.53711	17.679667	29.327429	0.94295555	5.766048	0.41364503	17.263937	48.34292
1126419_2_scaffold00792	0	1.5920458	2.4305608	4.13316	32.203133	2.1402736	3.6879783	4.533653	2.1666727	0.7582994	0.46315834	0	0	35.790268	0	8.934203	1.6268153	1.8567177	17.657846	5.1092525	11.275335	0.65992624	8.578694	24.970194	9.444358	27.296274	1.4191952	0	0	0.74691087	11.960426	15.444951	1.4270054	2.174484	0.7497848	34.295982	0.2880562	3.3973303	2.0545435	59.372494	0	5.9644427	2.9300847	59.316795	0	7.3336625	1.6283945	65.74241	4.465935	0.069597065	2.1725795	8.392606	25.030298	14.097619	3.738445	34.553997	0.31219727	1.9828639	4.6288905	71.71405	0	2.2859201	72.78283	6.136378	0.33269757	18.241419	2.8482904	1.1493654	0	0	26.589779	0.4210155	15.787958	0.97912633	1.0594895	5.727553	1.364531	14.678791	6.056333	10.932727	70.35333	61.369778	0.8671357	3.4519365	0	9.105687	11.356591	0.8098293	0.2822225	1.7028627	7.8712525	15.21447	0	63.534378	0.5528069	33.055923	0.41501957	1.8757647	12.152539	0.5495426	1.3819927	21.21892	15.916203	22.21288	0.3581518	0.81013125	3.0834193	2.5025847	0	19.801714	31.533995
